id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
751,4.55,1.82,6286,6551,266,Car,1,407.39,37.12,39.32,38.45,34.63,0.92,9.43,0
752,16.57,2.50,6294,6726,433,Truck,2,408.37,23.13,24.44,23.64,187.00,8.06,-1.00,0
753,4.35,1.92,6295,6605,311,Car,2,407.13,31.46,35.76,32.85,66.77,2.11,-1.00,0
754,4.65,1.92,6313,6583,271,Car,1,409.59,36.75,38.64,37.93,38.88,1.02,1344.52,0
755,4.95,1.82,6326,6635,310,Car,1,408.74,32.27,34.08,33.08,47.78,1.47,63.97,0
756,5.05,1.92,6341,6669,329,Car,2,411.14,30.29,33.09,31.35,62.14,1.92,45.38,0
757,4.04,1.82,6360,6713,354,Car,1,409.66,27.63,30.74,29.03,46.63,1.66,19.27,0
758,4.75,1.82,6363,6675,313,Car,1,409.54,32.11,34.16,32.83,45.22,1.35,123.52,0
759,5.15,1.92,6378,6669,292,Car,1,409.81,34.39,35.93,35.22,95.08,2.65,-1.00,0
760,16.67,2.50,6395,6816,422,Truck,2,408.70,23.75,25.05,24.28,73.19,2.97,145.53,0
761,4.55,1.82,6421,6699,279,Car,2,411.64,36.23,38.04,37.04,134.59,3.67,28.08,0
762,4.45,1.82,6424,6718,295,Car,2,411.19,32.89,36.06,34.98,64.53,1.83,18.22,0
763,4.55,1.92,6431,6721,291,Car,1,410.72,34.73,36.17,35.42,67.41,1.93,117.64,0
764,8.19,2.50,6436,6803,368,Truck,2,409.16,27.19,29.06,27.88,21.20,0.77,6.42,1
765,4.85,1.92,6459,6781,323,Car,1,408.16,31.01,32.54,31.71,123.24,3.78,-1.00,0
766,4.45,1.92,6461,6750,290,Car,1,410.63,33.96,36.57,35.54,35.26,1.00,48.36,0
767,4.85,1.82,6466,6842,377,Car,1,409.14,26.65,28.02,27.21,122.62,4.38,-1.00,0
768,4.75,1.82,6477,6781,305,Car,2,403.21,32.28,33.78,33.18,79.71,2.47,-1.00,0
769,4.65,1.92,6488,6783,296,Car,1,410.38,34.08,35.28,34.80,34.14,0.96,148.00,0
770,4.65,2.02,6501,6808,308,Car,1,409.59,32.03,34.61,33.37,30.30,0.93,18.87,0
771,4.85,1.82,6506,6813,308,Car,2,409.77,32.78,34.00,33.39,30.12,0.91,47.13,0
772,4.55,1.82,6517,6847,331,Car,1,410.06,29.73,33.04,31.08,13.90,0.42,2.37,1
773,5.36,2.02,6517,6945,429,Car,2,409.54,23.46,24.98,23.93,112.73,4.80,-1.00,0
774,4.35,1.92,6524,6815,292,Car,1,410.55,34.72,35.88,35.29,40.15,1.15,56.63,0
775,19.20,2.50,6527,6916,390,Truck,2,384.61,24.19,25.59,24.73,24.53,0.98,-1.00,0
776,4.95,1.82,6539,6843,305,Car,2,410.66,33.09,35.23,33.79,37.08,1.06,42.60,0
777,4.35,1.82,6545,6870,326,Car,2,404.27,26.60,34.30,31.12,11.24,0.40,3.31,2
778,4.85,2.02,6547,6872,326,Car,1,411.46,31.28,32.04,31.67,23.35,0.73,15.43,1
779,4.45,1.82,6584,6959,376,Car,2,410.23,26.17,28.20,27.36,17.66,0.67,10.24,0
780,5.15,2.02,6588,6918,331,Car,1,410.12,29.92,32.67,31.08,43.55,1.36,20.88,0
781,4.45,1.82,6608,6986,379,Car,2,410.20,26.14,27.86,27.14,21.69,0.83,27.50,0
782,4.14,1.82,6620,6891,272,Car,2,409.20,36.49,39.36,37.76,32.22,0.86,7.59,0
783,4.24,1.82,6648,6916,269,Car,2,411.06,37.29,39.15,38.36,30.48,0.80,14.95,0
784,4.75,1.92,6648,6967,320,Car,2,409.83,30.35,34.03,32.14,21.31,0.68,5.43,1
785,16.47,2.50,6651,7073,423,Truck,1,407.90,23.40,24.88,24.17,61.94,2.49,-1.00,0
786,4.14,1.82,6655,6948,294,Car,1,410.87,34.07,35.55,35.08,100.90,2.90,30.32,0
787,5.15,2.02,6682,6978,297,Car,1,412.16,33.92,35.87,34.83,33.07,0.93,88.82,0
788,4.24,1.82,6711,7052,342,Car,1,411.07,28.25,32.28,30.15,36.76,1.14,-1.00,0
789,5.15,2.02,6715,6998,284,Car,1,410.42,35.44,37.16,36.27,257.38,7.04,115.28,0
790,4.35,1.82,6728,7018,291,Car,2,408.63,34.75,35.71,35.24,68.26,1.96,21.06,0
791,3.94,1.72,6733,7052,320,Car,1,410.94,31.81,32.71,32.22,10.56,0.32,3.59,1
792,3.94,1.72,6735,7087,353,Car,2,407.00,28.51,29.81,28.92,101.30,3.41,52.18,0
793,3.84,1.82,6746,7033,288,Car,1,409.08,34.79,37.37,35.64,40.15,1.09,103.23,0
794,4.14,1.82,6755,7077,323,Car,1,411.60,30.67,33.27,31.97,21.37,0.67,10.16,0
795,4.55,1.92,6776,7044,269,Car,2,408.01,37.35,38.65,38.08,34.57,0.91,12.66,0
796,4.95,1.92,6776,7096,321,Car,1,411.29,30.74,33.27,32.15,18.69,0.60,28.82,0
797,4.35,1.82,6782,7129,348,Car,2,409.07,28.64,30.49,29.48,41.46,1.43,33.81,0
798,4.95,1.72,6798,7058,261,Car,2,408.21,38.48,40.21,39.27,16.12,0.42,10.89,0
799,5.15,1.92,6818,7156,339,Car,2,408.71,29.04,32.20,30.24,27.70,0.94,16.29,0
800,4.85,1.82,6826,7116,291,Car,2,409.05,33.04,36.69,35.29,41.62,1.26,-1.00,0
801,4.75,1.82,6830,7120,291,Car,1,402.53,31.22,38.05,34.71,89.02,2.67,33.87,0
802,4.95,1.92,6836,7166,331,Car,2,407.92,30.28,31.29,30.92,270.13,8.72,44.95,0
803,7.18,2.22,6854,7171,318,Car,1,411.24,31.08,33.84,32.44,86.49,2.72,80.81,0
804,5.15,1.92,6869,7162,294,Car,1,410.41,34.17,36.17,35.04,46.40,1.35,15.44,0
805,4.85,2.02,6892,7202,311,Car,1,409.70,31.78,34.20,33.05,36.16,1.12,33.91,0
806,5.26,2.02,6905,7189,285,Car,2,406.47,35.27,37.75,35.80,97.22,2.73,93.80,0
807,4.65,2.02,6916,7201,286,Car,1,402.72,33.88,37.38,35.35,60.07,1.63,27.56,0
808,13.24,2.50,6920,7396,477,Truck,1,409.45,20.94,22.16,21.51,251.14,11.43,-1.00,0
809,4.95,1.92,6932,7232,301,Car,1,409.48,33.09,36.01,34.14,15.26,0.45,19.80,0
810,4.75,1.82,6936,7239,304,Car,2,410.21,33.37,34.58,33.86,107.67,3.17,23.69,0
811,5.05,2.22,6953,7261,309,Car,1,409.75,32.27,35.33,33.28,20.45,0.61,17.49,0
812,3.74,1.72,6962,7306,345,Car,2,409.00,28.74,31.09,29.73,30.57,1.06,-1.00,1
813,3.44,1.82,6963,7439,477,Car,1,411.37,21.16,22.50,21.61,33.26,1.55,57.51,0
814,4.65,1.82,6980,7242,263,Car,2,408.52,38.03,40.13,39.00,79.40,2.01,26.31,0
815,4.45,2.02,6989,7288,300,Car,1,411.35,32.79,35.78,34.40,48.02,1.34,46.57,1
816,4.45,1.92,6992,7289,298,Car,2,410.22,31.64,36.45,34.55,28.85,0.89,9.35,0
817,4.04,1.82,6996,7467,472,Car,1,411.16,20.76,22.67,21.83,17.40,0.80,17.27,0
818,4.75,1.92,7009,7310,302,Car,1,411.32,33.43,36.64,34.17,61.58,1.83,28.47,0
819,4.55,1.82,7029,7331,303,Car,2,407.96,31.84,36.35,33.79,32.50,0.90,6.36,1
820,4.04,1.72,7038,7330,293,Car,2,409.28,34.29,36.83,35.06,50.56,1.47,241.64,1
821,3.84,1.72,7040,7512,473,Car,1,410.98,20.21,22.83,21.77,32.93,1.50,58.77,0
822,5.15,2.02,7050,7348,299,Car,1,409.49,31.89,37.39,34.37,39.76,1.16,15.72,0
823,11.52,2.50,7055,7492,438,Truck,2,406.30,22.53,24.07,23.25,20.79,0.92,-1.00,0
824,4.75,1.82,7068,7365,298,Car,2,409.08,33.51,36.38,34.45,35.68,1.03,56.53,1
825,4.75,2.02,7076,7373,298,Car,1,409.32,32.39,36.71,34.47,27.09,0.83,23.54,0
826,4.14,1.82,7076,7391,316,Car,1,410.36,31.71,33.73,32.58,118.87,3.52,-1.00,0
827,4.24,1.82,7080,7555,476,Car,1,409.63,21.16,22.61,21.57,30.33,1.34,31.15,0
828,4.75,1.82,7082,7518,437,Car,2,409.44,22.70,24.13,23.48,18.20,0.76,42.87,0
829,4.45,1.82,7100,7433,334,Car,1,409.76,29.79,31.80,30.77,27.75,0.88,-1.00,0
830,3.23,1.62,7105,7427,323,Car,2,401.58,29.80,32.84,31.19,50.59,1.69,-1.00,0
831,3.64,1.82,7113,7599,487,Car,1,410.54,20.16,22.00,21.12,26.88,1.23,67.81,0
832,4.85,1.92,7125,7410,286,Car,1,410.45,35.41,36.69,36.02,47.93,1.35,16.47,0
833,4.55,1.82,7128,7457,330,Car,1,409.29,30.09,31.96,31.11,23.97,0.79,16.56,0
834,4.65,1.72,7137,7465,329,Car,2,409.68,29.62,33.04,31.24,34.98,1.18,-1.00,0
835,16.67,2.50,7143,7563,421,Truck,2,406.11,23.39,25.03,24.18,29.59,1.18,36.44,0
836,4.04,1.72,7150,7448,299,Car,2,407.92,32.31,36.29,34.24,258.62,8.00,-1.00,0
837,4.65,1.92,7151,7482,332,Car,1,409.29,30.73,31.08,30.92,23.53,0.76,29.55,0
838,5.05,1.92,7164,7461,298,Car,1,409.95,33.99,35.56,34.52,50.90,1.43,-1.00,0
839,3.84,1.72,7200,7495,296,Car,1,410.67,33.75,37.84,34.82,39.97,1.15,16.30,0
840,4.35,1.82,7213,7506,294,Car,2,408.86,33.79,36.66,34.91,55.36,1.53,18.64,1
841,5.15,1.82,7216,7549,334,Car,2,409.94,29.16,32.54,30.79,22.87,0.75,-1.00,0
842,4.24,1.82,7238,7524,287,Car,2,407.70,34.63,38.00,35.66,25.35,0.72,21.06,0
843,3.03,1.72,7253,7572,320,Car,2,408.23,31.19,32.63,32.01,27.39,0.84,22.63,0
844,4.75,1.82,7261,7546,286,Car,2,408.58,34.60,37.49,35.86,27.29,0.75,33.45,0
845,5.36,2.02,7267,7584,318,Car,1,410.35,31.15,33.72,32.38,122.90,3.85,46.82,0
846,4.75,1.82,7278,7607,330,Car,2,409.05,29.20,32.60,31.09,26.75,0.91,158.51,0
847,4.14,1.82,7287,7607,321,Car,1,410.42,30.46,34.74,32.08,20.27,0.61,19.46,0
848,16.57,2.50,7287,7712,426,Truck,1,408.09,23.47,25.02,24.01,89.63,3.81,25.87,0
849,4.55,1.92,7294,7607,314,Car,2,409.02,30.41,35.67,32.68,9.88,0.31,11.03,1
850,4.65,1.92,7301,7581,281,Car,2,409.12,36.17,37.11,36.54,44.43,1.21,27.44,0
851,4.65,1.82,7303,7622,320,Car,1,410.47,30.45,33.87,32.18,14.33,0.45,15.97,0
852,4.35,1.92,7308,7607,300,Car,1,410.94,33.69,35.09,34.38,146.37,4.21,112.24,0
853,4.55,1.92,7337,7653,317,Car,1,410.34,30.97,34.72,32.48,33.61,1.08,33.11,0
854,12.33,2.22,7358,7690,333,Car,2,407.80,30.05,31.22,30.72,144.24,4.64,23.96,0
855,4.65,1.92,7367,7649,283,Car,2,408.52,35.42,37.44,36.25,58.48,1.58,11.98,0
856,3.64,1.72,7371,7684,314,Car,1,411.00,31.02,34.42,32.84,34.27,1.08,25.10,0
857,4.45,1.92,7400,7700,301,Car,1,410.31,33.39,35.40,34.21,119.97,3.48,151.22,0
858,4.85,1.82,7402,7667,266,Car,2,401.62,36.52,39.47,37.91,95.84,2.48,24.18,0
859,4.55,1.82,7407,7692,286,Car,2,409.68,34.02,37.93,35.95,51.60,1.51,-1.00,0
860,4.75,1.92,7424,7730,307,Car,1,410.40,33.31,34.00,33.55,29.35,0.86,-1.00,0
861,4.55,1.72,7431,7698,268,Car,2,408.13,36.63,39.45,38.24,36.02,0.91,40.40,0
862,4.04,1.82,7442,7770,329,Car,1,410.83,30.53,32.60,31.33,92.64,2.84,-1.00,0
863,4.35,1.82,7492,7802,311,Car,2,408.75,31.74,35.16,32.98,113.37,3.57,-1.00,0
864,4.85,1.82,7493,7763,271,Car,2,410.05,36.72,39.49,38.00,87.37,2.37,-1.00,0
865,8.89,2.50,7499,7936,438,Truck,2,407.76,21.67,23.96,23.34,162.65,7.50,-1.00,0
866,5.05,1.92,7518,7786,269,Car,2,408.94,36.59,39.60,38.17,31.37,0.82,632.32,0
867,4.24,1.82,7522,7861,340,Car,1,405.12,28.60,31.72,29.90,99.53,3.13,29.40,1
868,4.24,1.92,7526,7816,291,Car,1,408.32,34.30,36.45,35.21,114.73,3.31,44.23,0
869,13.54,2.50,7537,7955,419,Truck,2,408.35,23.68,25.41,24.43,42.90,1.81,-1.00,0
870,16.67,2.50,7548,7993,446,Truck,1,407.03,22.23,23.54,22.87,51.60,2.22,-1.00,0
871,4.24,1.72,7593,8014,422,Car,2,408.56,23.23,25.37,24.27,73.93,2.97,86.16,0
872,16.57,2.50,7597,8018,422,Truck,1,409.02,23.67,25.10,24.29,18.47,0.75,12.31,1
873,4.75,1.92,7602,7922,321,Car,2,402.74,29.44,32.90,31.48,37.44,1.21,5.62,1
874,7.18,2.22,7603,7929,327,Car,1,410.14,30.67,32.74,31.47,85.93,2.68,36.00,0
875,4.75,1.92,7627,7930,304,Car,1,408.86,32.26,34.72,33.75,141.10,4.06,-1.00,0
876,4.35,1.82,7639,7979,341,Car,2,402.28,28.74,31.18,29.60,32.71,1.06,5.93,0
877,4.24,1.92,7644,7947,304,Car,1,409.52,33.12,34.63,33.80,17.95,0.54,18.24,0
878,4.95,2.12,7653,8035,383,Car,1,408.38,24.00,31.76,26.73,13.03,0.54,10.41,0
879,4.35,1.82,7657,7978,322,Car,2,409.33,30.85,33.36,31.89,59.24,1.88,201.29,0
880,3.84,1.72,7664,8084,421,Car,1,409.44,23.17,25.46,24.38,61.90,2.48,43.70,0
881,4.04,1.72,7669,7970,302,Car,1,410.58,33.58,34.84,34.12,26.94,0.80,42.07,0
882,4.85,1.92,7672,7992,321,Car,1,410.96,31.25,32.50,32.13,10.25,0.31,2.19,1
883,3.84,1.72,7689,8003,315,Car,2,409.43,31.10,33.86,32.62,30.48,0.90,36.67,0
884,5.05,1.92,7696,8020,325,Car,1,410.85,30.09,33.77,31.71,21.10,0.65,32.46,0
885,4.85,1.82,7698,8050,353,Car,2,410.97,27.85,31.06,29.21,64.50,2.31,-1.00,0
886,5.05,2.02,7698,8071,374,Car,1,410.79,26.15,30.41,27.54,27.87,0.92,13.65,0
887,16.47,2.50,7705,8149,445,Truck,2,409.36,22.23,23.90,23.06,18.14,0.77,-1.00,0
888,4.85,1.92,7711,8036,326,Car,1,410.20,30.04,33.35,31.56,8.75,0.29,6.29,0
889,4.45,1.82,7713,8036,324,Car,2,410.07,31.12,32.80,31.75,25.97,0.83,-1.00,0
890,4.45,1.92,7716,8057,342,Car,1,411.79,28.80,31.46,30.21,9.98,0.32,5.20,1
891,9.85,2.22,7728,8156,429,Car,1,410.60,23.09,25.62,23.99,54.27,2.17,102.25,0
892,12.33,2.50,7734,8164,431,Truck,2,408.71,23.02,24.71,23.77,6.94,0.28,8.76,1
893,4.14,1.82,7738,8079,342,Car,2,410.15,29.16,31.12,30.08,31.19,1.00,34.25,0
894,4.95,2.02,7739,8078,340,Car,1,408.89,28.53,33.87,30.16,16.92,0.53,23.21,0
895,4.85,1.82,7741,8068,328,Car,2,406.95,30.44,32.39,31.13,26.73,0.87,-1.00,0
896,4.55,2.02,7754,8103,350,Car,1,409.77,27.72,31.27,29.37,31.45,1.13,13.83,0
897,4.75,1.82,7762,8088,327,Car,2,408.44,30.53,32.56,31.34,20.67,0.66,28.82,0
898,3.84,1.72,7767,8095,329,Car,2,403.90,29.68,32.20,30.80,24.20,0.76,17.79,1
899,4.14,1.72,7779,8193,415,Car,2,403.90,23.14,25.92,24.40,37.52,1.49,23.99,0
900,4.95,1.92,7780,8115,336,Car,1,409.98,29.09,33.74,30.61,38.44,1.32,29.93,0
901,4.55,1.92,7803,8195,393,Car,1,410.56,24.38,29.36,26.19,34.57,1.40,15.69,0
902,5.05,1.92,7812,8139,328,Car,2,410.30,31.08,31.89,31.39,57.21,1.83,211.92,0
903,4.04,1.82,7825,8148,324,Car,1,408.79,29.52,33.74,31.65,34.29,1.16,15.79,1
904,3.84,1.82,7829,8220,392,Car,1,410.89,24.10,29.63,26.28,19.73,0.77,19.29,0
905,4.35,1.82,7854,8251,398,Car,1,410.68,23.49,29.66,25.87,22.59,0.84,47.23,0
906,4.45,1.82,7860,8189,330,Car,2,408.42,30.41,32.07,31.06,53.53,1.76,-1.00,0
907,4.04,1.72,7867,8179,313,Car,1,408.71,30.96,33.59,32.76,51.40,1.54,19.71,0
908,16.67,2.50,7877,8313,437,Truck,2,407.20,22.44,24.63,23.36,73.31,3.26,-1.00,0
909,4.95,1.92,7881,8185,305,Car,1,411.46,31.36,35.53,33.85,41.53,1.30,14.15,0
910,4.85,1.82,7882,8212,331,Car,2,411.15,30.04,31.67,31.16,19.95,0.64,21.84,0
911,4.14,1.82,7884,8198,315,Car,1,411.31,30.71,33.60,32.76,11.33,0.35,28.34,1
912,4.75,1.92,7911,8226,316,Car,1,410.03,31.85,33.09,32.55,30.28,0.95,27.14,0
913,4.45,1.82,7911,8253,343,Car,1,410.95,29.50,30.57,30.06,11.14,0.37,7.81,1
914,5.15,2.02,7915,8287,373,Car,2,409.20,25.15,29.13,27.51,136.64,4.78,35.42,0
915,4.65,2.02,7927,8225,299,Car,1,402.46,32.65,34.81,33.78,38.16,1.15,16.94,0
916,7.28,1.92,7931,8246,316,Car,2,408.50,31.63,33.72,32.47,38.98,1.17,19.66,0
917,3.94,1.72,7936,8273,338,Car,1,411.27,29.86,31.07,30.53,18.82,0.62,16.27,0
918,4.45,1.92,7945,8268,324,Car,2,410.05,31.00,32.73,31.75,14.89,0.47,-1.00,0
919,5.05,2.02,7968,8329,362,Car,2,409.87,27.32,29.71,28.40,44.32,1.50,35.17,0
920,4.95,2.02,7973,8267,295,Car,1,410.56,33.90,35.97,34.93,45.79,1.32,22.94,0
921,4.95,1.92,7992,8308,317,Car,2,410.86,31.50,33.39,32.52,46.99,1.42,62.20,0
922,4.75,1.92,7994,8358,365,Car,2,410.34,26.68,29.85,28.20,24.09,0.90,-1.00,0
923,4.35,1.92,7998,8307,310,Car,1,409.41,31.17,34.59,33.13,66.17,2.07,7.84,0
924,4.14,1.82,8014,8381,368,Car,2,410.37,26.67,29.69,27.97,17.02,0.63,-1.00,0
925,4.75,1.92,8018,8333,316,Car,2,410.83,31.63,33.30,32.62,28.11,0.84,55.32,0
926,12.23,2.22,8032,8402,371,Car,2,408.80,26.28,30.14,27.63,5.16,0.19,110.01,0
927,4.65,1.82,8034,8349,316,Car,2,410.46,31.39,33.72,32.59,14.95,0.47,20.99,0
928,4.85,1.92,8039,8335,297,Car,1,402.05,32.75,34.98,33.97,87.80,2.51,462.76,0
929,4.04,1.72,8051,8429,379,Car,2,409.65,26.06,29.18,27.11,15.69,0.59,23.86,0
930,4.14,1.72,8070,8376,307,Car,2,407.92,32.74,33.91,33.34,29.95,0.91,16.43,0
931,19.91,2.50,8076,8485,410,Truck,2,409.94,24.08,26.10,25.06,153.89,6.11,143.48,0
932,4.95,1.82,8077,8404,328,Car,1,410.58,30.43,32.53,31.41,104.87,3.22,-1.00,0
933,3.33,1.72,8094,8454,361,Car,2,408.66,27.99,29.02,28.39,24.72,0.87,14.01,0
934,4.95,2.02,8096,8426,331,Car,1,410.39,30.51,31.84,31.10,75.15,2.36,-1.00,0
935,4.45,1.82,8100,8402,303,Car,2,408.68,33.00,34.13,33.85,31.01,0.91,27.83,0
936,4.55,1.92,8106,8438,333,Car,1,410.98,30.26,32.17,30.97,197.18,6.37,126.16,0
937,5.05,1.92,8126,8461,336,Car,1,411.39,30.11,31.89,30.72,31.72,1.03,62.40,0
938,18.90,2.50,8131,8539,409,Truck,2,409.22,24.41,25.92,25.09,34.73,1.42,2424.18,0
939,3.64,1.72,8133,8434,302,Car,2,409.20,32.82,34.74,34.00,40.61,1.18,42.18,0
940,4.55,1.72,8135,8466,332,Car,2,410.69,28.96,33.66,31.04,25.19,0.81,10.74,1
941,4.24,1.82,8140,8469,330,Car,1,411.26,30.03,33.29,31.26,31.16,1.02,19.27,0
942,4.75,2.02,8161,8489,329,Car,1,409.85,29.79,33.01,31.25,19.99,0.66,28.47,0
943,4.45,1.92,8172,8515,344,Car,1,411.04,29.00,31.00,29.98,118.18,3.81,-1.00,0
944,4.35,2.02,8181,8499,319,Car,1,408.43,30.83,34.73,32.12,43.33,1.40,17.85,0
945,2.83,1.72,8203,8503,301,Car,2,410.50,33.47,35.12,34.22,49.37,1.41,22.74,0
946,3.94,1.82,8203,8523,321,Car,1,407.76,29.97,34.69,31.86,23.27,0.74,34.26,0
947,4.35,1.72,8208,8523,316,Car,2,409.27,31.11,33.76,32.50,76.08,2.38,19.87,0
948,5.05,1.82,8214,8550,337,Car,1,410.29,29.39,32.24,30.54,36.36,1.23,25.09,0
949,4.45,1.82,8222,8522,301,Car,2,410.85,33.71,34.57,34.26,18.99,0.55,29.87,0
950,4.24,1.92,8244,8540,297,Car,1,401.18,32.88,34.67,33.90,30.57,0.91,9.15,1
951,4.04,1.82,8254,8570,317,Car,1,408.28,30.89,33.35,32.31,21.40,0.67,45.71,0
952,4.45,1.72,8255,8558,304,Car,2,409.57,33.30,33.93,33.81,39.21,1.17,198.42,0
953,4.04,1.82,8256,8585,330,Car,2,410.86,30.89,32.13,31.24,57.57,1.86,-1.00,0
954,4.35,1.82,8264,8570,307,Car,1,411.71,33.04,34.80,33.65,25.73,0.75,14.90,0
955,4.65,1.82,8275,8601,327,Car,2,409.04,30.99,31.72,31.38,14.86,0.47,32.42,0
956,4.45,1.82,8281,8581,301,Car,2,408.46,33.62,34.42,34.06,27.49,0.80,46.99,0
957,4.85,2.02,8310,8589,280,Car,1,408.84,35.03,38.99,36.66,22.21,0.62,8.82,0
958,4.85,1.92,8314,8649,336,Car,1,410.40,29.77,32.21,30.64,113.34,3.78,82.98,0
959,4.35,1.92,8323,8649,327,Car,2,408.93,29.93,32.89,31.38,55.17,1.80,191.18,0
960,3.94,1.72,8328,8608,281,Car,2,409.05,35.50,37.03,36.54,35.42,0.96,12.95,0
961,4.75,2.02,8330,8642,313,Car,1,410.87,31.88,33.93,32.93,87.10,2.69,60.58,0
962,4.65,1.92,8332,8608,277,Car,1,409.35,35.29,38.62,37.10,22.97,0.64,20.29,0
963,4.04,1.72,8349,8672,324,Car,2,409.51,31.15,33.24,31.72,24.53,0.77,24.85,0
964,4.14,1.72,8363,8639,277,Car,2,409.11,34.89,38.60,37.08,42.54,1.11,23.77,0
965,4.75,2.12,8380,8674,295,Car,1,410.55,33.01,36.06,34.93,38.02,1.13,18.13,1
966,4.24,1.82,8382,8704,323,Car,1,411.03,30.99,32.66,31.93,24.41,0.76,-1.00,0
967,3.94,1.82,8387,8711,325,Car,2,410.33,30.19,33.09,31.68,43.98,1.44,754.49,0
968,4.35,1.72,8390,8670,281,Car,2,410.74,34.98,38.24,36.69,34.77,0.99,-1.00,0
969,13.64,2.50,8397,8820,424,Truck,2,408.43,23.39,25.07,24.15,22.22,0.91,-1.00,0
970,4.95,2.02,8410,8704,295,Car,1,410.95,34.59,35.95,34.96,38.48,1.07,283.30,0
971,4.65,1.72,8421,8705,285,Car,2,409.72,34.27,37.64,36.09,39.04,1.14,-1.00,0
972,4.45,1.72,8434,8757,324,Car,2,409.68,31.10,32.17,31.72,52.23,1.64,105.94,1
973,4.75,1.92,8444,8730,287,Car,2,408.78,33.75,37.72,35.75,25.46,0.75,-1.00,0
974,3.94,1.72,8458,8746,289,Car,2,409.86,34.41,37.50,35.60,16.37,0.47,49.13,0
975,14.45,2.50,8458,8917,460,Truck,1,407.64,21.62,22.90,22.21,28.67,1.28,-1.00,0
976,7.98,2.02,8459,8814,356,Car,1,409.44,27.78,29.74,28.84,91.56,3.08,-1.00,1
977,4.85,1.92,8472,8753,282,Car,1,411.28,36.38,36.96,36.60,65.72,1.80,35.19,0
978,5.05,2.02,8484,8786,303,Car,2,409.05,32.37,36.48,33.88,46.71,1.36,22.36,0
979,7.18,2.12,8486,8764,279,Car,2,408.69,35.96,37.58,36.77,15.91,0.44,8.54,0
980,4.95,1.82,8493,8948,456,Car,1,409.90,21.88,22.87,22.53,21.84,0.98,28.46,0
981,4.55,1.92,8498,8844,347,Car,1,410.41,29.24,30.53,29.67,41.07,1.40,71.67,0
982,3.74,1.72,8503,8819,317,Car,2,410.18,31.05,34.21,32.46,21.68,0.70,-1.00,0
983,16.67,2.50,8504,8916,413,Truck,2,409.50,24.19,25.81,24.86,80.79,3.19,130.45,0
984,4.85,1.82,8542,9001,460,Car,1,408.63,21.10,23.00,22.27,36.50,1.60,90.84,0
985,4.35,1.82,8547,8861,315,Car,2,406.99,31.24,33.90,32.42,48.13,1.50,234.88,0
986,4.65,1.92,8574,9035,462,Car,1,409.54,21.51,22.45,22.22,25.19,1.15,33.55,0
987,5.26,1.92,8579,8895,317,Car,2,410.73,31.21,34.17,32.51,37.69,1.17,78.86,0
988,5.36,2.12,8585,8898,314,Car,1,409.20,31.93,33.71,32.70,63.31,1.98,20.58,0
989,4.85,2.02,8599,8923,325,Car,1,410.12,30.98,32.79,31.65,13.96,0.42,-1.00,0
990,16.78,2.50,8611,9023,413,Truck,2,408.95,23.96,25.84,24.82,86.56,3.60,-1.00,0
991,4.55,1.82,8617,8935,319,Car,2,409.25,31.26,32.72,32.19,41.31,1.30,77.22,0
992,4.85,1.92,8618,8899,282,Car,2,411.97,35.99,38.14,36.67,194.08,5.33,466.24,0
993,4.45,1.82,8622,8954,333,Car,1,409.90,29.68,32.66,30.88,26.31,0.80,-1.00,0
994,5.15,1.92,8630,8949,320,Car,2,409.68,30.69,32.59,32.12,12.01,0.39,43.68,0
995,4.55,1.72,8653,8973,321,Car,2,410.19,31.12,33.33,32.06,23.62,0.76,28.20,0
996,4.55,1.72,8655,8926,272,Car,2,407.01,36.59,38.76,37.57,38.42,0.99,43.04,0
997,4.14,1.82,8672,8976,305,Car,1,410.54,33.17,34.80,33.78,9.11,0.27,9.07,1
998,4.95,2.12,8684,8962,279,Car,1,411.85,35.84,38.24,37.06,302.00,7.95,167.70,0
999,4.14,1.72,8704,9015,312,Car,2,411.17,32.07,34.35,33.07,53.37,1.56,63.79,0
1000,20.11,2.50,8713,9129,417,Truck,2,408.26,23.76,25.46,24.54,78.53,3.30,-1.00,0
1001,3.74,1.82,8740,9156,417,Car,2,409.14,23.95,25.30,24.60,20.58,0.84,25.69,0
1002,5.26,1.92,8787,9083,297,Car,1,410.62,33.59,36.24,34.70,14.35,0.42,35.84,0
1003,4.45,2.02,8790,9059,270,Car,1,404.59,37.16,38.01,37.63,126.75,3.37,28.92,1
1004,16.88,2.50,8802,9218,417,Truck,2,409.09,23.90,25.59,24.60,44.20,1.81,321.48,0
1005,5.15,2.02,8807,9078,272,Car,1,409.11,37.33,38.25,37.76,18.27,0.48,58.28,0
1006,4.24,1.82,8810,9087,278,Car,2,409.12,36.03,37.62,36.95,228.15,6.33,-1.00,1
1007,4.24,1.82,8814,9111,298,Car,2,408.37,33.14,35.78,34.39,23.27,0.67,163.60,0
1008,4.55,1.82,8826,9086,261,Car,2,410.19,36.18,43.80,39.46,6.72,0.16,1.74,0
1009,4.24,1.92,8839,9131,293,Car,1,410.71,34.44,37.56,35.17,45.49,1.21,39.96,1
1010,4.85,1.82,8849,9112,264,Car,2,409.76,37.00,42.31,38.98,29.27,0.78,66.31,0
